Banque;Ville;Nom Agence;Localisation;Note;Avis;Date Avis
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;Si vous voulez perdre votre temps et vous sentir insulté, allez dans cette agence. La dame en charge des transactions commerciales ne mérite pas du tout ce poste. Attendez une heure pour me dire que je ne vous servirai pas parce que j'ai l'heure du déjeuner, et. vous devez me demander cela avec respect et me demander de vous servir, même si c'était un autre numéro. Quatre personnes ne sont pas venues avant moi, elle n'a pas accepté d'aborder mon problème et m'a quitté et a porté son sac sans aucune excuse. en disant : «wakha majawch hado ana daba salit khdmti anmchi ntghda onti maghadich twrini khdmti hit matlabtinish btari9a zwina bik  ola bla bik ana khdama khdmti o poste dyali arfah «   Ewa khrajt bla man9di hta gharad oda3t li 2 h maa had ganss lk7al bghatni ntlab bach hya trtah;il y a 4 mois
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;Nous avons ete acceuilli par l’argent de securité qui nous a fait rentré chez le chef de l’agence pour un service rapide et efficace ( verifier des informations de comptes tres anciennes ) 😎 merci beaucoup ! …;il y a un mois
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;Le vendredi à 11h50 vous ne pourrez plus accéder à certains services car le salarié est par hasard n'est pas là. Malheureusement je n'ai que le vendredi pour aller à la banque mais à chaque fois on me balance une excuse du style le système est en panne !!! Et même lorsque j'ai chopé le responsable, l'agent de sécurité à refuser de me laisser le voir sous prétexte qu'il ne peux pas faire cette opération maintenant (il m'a dit de revenir le lundi à 9h !!!!). Donc veuillez changer les horaires du vendredi en mettant de 9h à 11h45 au lieu de 9h à 16h. Je vous recommande de chercher une autre agence bancaire plus sérieuse.;il y a 2 ans
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;"Veuillez svp réparer l'alarme de votre établissement🔊 (Agence Salam;Avenue Mohamed Elfassi à côté de Jet Sakane Almarjane) cela fait plusieurs nuits que cela nous dérange et ne nous laisse pas dormir🙉.
Cela est vraiment insupportable😡
Merci svp de faire le nécessaire!";il y a 3 ans
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;Un service tres tres nul avec un staff impoli ! Qui n est vraiment pas professionnel;il y a 3 ans
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;Totalement satisfait , très professionnel Je recommande vivement cette agence. merci;il y a 6 ans
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;Un seul caissier pour dizaine de clients et plus d'une heure d'attente...;il y a un an
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;Propre;il y a 5 ans
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;mauvaise service 👎 …;il y a 4 ans
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;La satisfaction des clients lorsqu'ils traitent avec Cih Bank à Agadir peut ne pas être très élevée, car il peut y avoir des problèmes potentiels tels que de longs délais d'attente, la surpopulation et le manque de personnel. Ces problèmes peuvent être frustrants pour les clients et avoir un impact sur leur expérience lorsqu’ils traitent avec la banque.;il y a un an
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;"Securite galya mnodch fnouba dyali bach douz wahda akhra o3awt 3tani ticket retour nji apres 1h

Responsable ktghda f2h 3ndha 3ars";il y a 4 mois
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;"Ma note pour cette banque est de 0%, donc cette étoile n'est pas méritée.
Une agence avec des voleurs, faites attention à ne pas retirer votre argent dans cette agence. J'ai retiré un montant de 200 dh à la banque automatique, et quand j'ai sorti la carte, l'argent n'a pas été retiré, et quand j'ai vérifié sur l'application. , j'ai constaté que le montant avait été retiré. Ici, j'invite tous ceux qui souhaitent retirer de l'argent de la banque à le vérifier. C'était dimanche, je n'ai donc pas pu le signaler à l'agence. Sans parler de leurs mauvais services.";il y a 2 ans
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;"Akfs est une agence bancaire de la ville...
Système toujours en panne,
Et l'application ne fonctionne pas... Votre argent ne peut pas les retirer ni les transférer, vous ne pouvez pas les transférer via l'application... Même la quiche est parfois servante, parfois elle est debout...
Le temps d'attente moyen est d'une heure après deux heures
La foule
Il n'y a qu'un seul monsieur dans la quiche, et s'il ne veut pas déjeuner, il arrête le service et laisse les clients au soleil pendant deux heures.
Et bien sûr, des amis et des connaissances sortaient jusqu’à ce qu’ils les laissent entrer.
+ Les fils ont été arrêtés à 15h45, et les gens qui sont venus en même temps... étaient comme emprisonnés à 15h00 sous un costume spécial. Nous lui avons demandé si Bakri resterait ici jusqu'à 16h00 !?
-Et bien sûr, l'agent de sécurité, comme d'habitude au Maroc, a plus d'autorité que le gérant... il gère tout le conseil, l'action commerciale, le traitement des réclamations, et cela lui fait honneur, bien sûr, et nous lui en sommes reconnaissants.
+Je ne conseille à personne de faire affaire avec cette agence...au moins le reste des agences sont meilleures en termes de gestion et de temps d'attente...et le problème général reste que le CIH manque déjà en termes de qualité de services...il reste dans la publicité et le marketing...";il y a 3 ans
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;Mauvais comportement du personnel et indifférence. Ne répond pas au téléphone pour les demandes de renseignements. Note : 0.;il y a un an
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;Indifférence du personnel et attente de longues heures pour des services très simples, malgré une arrivée anticipée.;il y a un an
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;"La pire agence de tous les temps, mauvais service et aucun respect pour les clients
Je ne le recommande pas";il y a un an
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;"Service épouvantable.... temps d'attente 2h OMG !!! L'Ouganda a un meilleur service
Non recommandé";il y a 2 ans
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;"Système Dima m5damx
Mauvaise critique de ma part";il y a un an
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;Il n'y a aucun respect pour les clients surtout du point de vue de la sécurité 0 sur 5 je déteste cette banque;il y a 6 ans
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;J'ai utilisé un guichet automatique ! J'ai retiré de l'argent de Revolut.;il y a un an
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;Mauvais service et il n'y a aucun respect pour les clients;il y a 2 ans
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;Le pire groupe du monde 🌎 …;il y a 10 mois
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;y a-t-il un distributeur automatique à l'intérieur pour le dépôt;il y a un an
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;Mauvais service client.;il y a un an
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;"La pire agence de tous les temps, mauvais service et aucun respect pour les clients
Je ne le recommande pas";il y a 5 ans
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;0 tir i7;il y a 2 ans
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;MAUVAIS SERVICE JE NE RECOMMANDE PAS;il y a 4 ans
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;Mauvais traitement;il y a un an
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;Mauvais service;il y a 3 ans
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;MAUVAISE SERVICE;il y a un an
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;"Accueillir,
Nous sommes désolés de n'avoir pas pu répondre à vos attentes.
Nous vous invitons à nous contacter au 4747 ou à reclamations-clients@cihbank.ma, nous ferons de notre mieux pour vous offrir un meilleur service.";il y a 9 mois
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;"Accueillir,
Nous sommes désolés de n'avoir pas pu répondre à vos attentes.
Nous vous invitons à nous contacter au 4747 ou à reclamations-clients@cihbank.ma, nous ferons de notre mieux pour vous offrir un meilleur service.";il y a un an
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;"Bonjour,
CIH BANK vous remercie d'avoir partagé votre avis.
Au plaisir de vous accueillir une nouvelle fois en agence.";il y a un an
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;"Bonjour,
CIH BANK vous remercie d’avoir partagé votre retour. Au plaisir de vous accueillir à nouveau dans notre succursale.";il y a un an
CIH Bank;Agadir;CIH Bank - Agence Hay Salam;63 Av. Mohamed El Fassi, Agadir 80000;1,7;"Bonjour,
Nous sommes navrés que nous n'ayons pas pu répondre à vos attentes. 
Nous vous invitons à nous contacter sur le 4747 ou sur reclamations-clients@cihbank.ma, nous ferons le nécessaire pour vous offrir un meilleur service.";il y a un an
CIH Bank;Oujda;CIH Bank;M462+HGW, Oujda;2,0;Je voulais un simple service qui demandera 2 min. Malheureusement des hauts et des bas qui prenaient 20 min. Service 0 accueil 0 et agents non accueillants. Centre lazaret est bcp mieux et accueillant. Je vais changé cet endroit.;il y a 4 mois
CIH Bank;Oujda;CIH Bank;M462+HGW, Oujda;2,0;Nul Nul j'ai jamais vu une banque avec un service aussi médiocre sur tout les niveaux;il y a 4 mois
CIH Bank;Oujda;CIH Bank;M462+HGW, Oujda;2,0;Si je pouvais mettre zéro, je mettrai zéro étoile les dames à la réception Font tout sauf travailler et quand on leur parle on dirait qu’on l ai  dérange;il y a un mois
CIH Bank;Oujda;CIH Bank;M462+HGW, Oujda;2,0;Service très nul , personnels incompétents , toujours problème de réseau et la queue trop longue;il y a 3 ans
CIH Bank;Oujda;CIH Bank;M462+HGW, Oujda;2,0;Cest nul surtout le service 👎 …;il y a 2 ans
CIH Bank;Oujda;CIH Bank;M462+HGW, Oujda;2,0;"J'ai mon compte sur CIH , le seul petit bémol est le nombre insuffisant de guichets , perso je n'en connais que 5 dans la ville...
〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️";il y a 5 ans
CIH Bank;Oujda;CIH Bank;M462+HGW, Oujda;2,0;Service nul;il y a 2 ans
CIH Bank;Oujda;CIH Bank;M462+HGW, Oujda;2,0;👍 …;il y a 2 ans
CIH Bank;Oujda;CIH Bank;M462+HGW, Oujda;2,0;service nul;il y a un an
CIH Bank;Oujda;CIH Bank;M462+HGW, Oujda;2,0;"C'est tellement mauvais que je veux te donner un zéro mais c'est impossible alors je te donne un UN.
0 respect + gestion horrible. . .";il y a un an
CIH Bank;Oujda;CIH Bank;M462+HGW, Oujda;2,0;La note est nulle, je vous jure que le traitement est le même...;il y a un an
CIH Bank;Oujda;CIH Bank;M462+HGW, Oujda;2,0;Très mauvais traitement, la visite à l'extérieur est totalement désorganisée, et sans une personne, les autres salariés n'auraient pas porté de masque.;il y a 4 ans
CIH Bank;Oujda;CIH Bank;M462+HGW, Oujda;2,0;Ne répond pas au téléphone, ne coopère pas, inutile... absolument horrible;il y a 3 ans
CIH Bank;Oujda;CIH Bank;M462+HGW, Oujda;2,0;Pas d'interactions, pas de cliques;il y a un an
CIH Bank;Oujda;CIH Bank;M462+HGW, Oujda;2,0;"Trop d'attente pour récupérer votre argent $$$$. c'est étrange
......";il y a 6 ans
CIH Bank;Oujda;CIH Bank;M462+HGW, Oujda;2,0;Mauvaise manipulation;il y a 3 ans
CIH Bank;Oujda;CIH Bank;M462+HGW, Oujda;2,0;C horrible !;il y a 3 ans
CIH Bank;Oujda;CIH Bank;M462+HGW, Oujda;2,0;Cool;il y a 2 ans
CIH Bank;Oujda;CIH Bank;M462+HGW, Oujda;2,0;Fermé à 14h ??;il y a un an
CIH Bank;Oujda;CIH Bank;M462+HGW, Oujda;2,0;Pratique;il y a 9 mois
CIH Bank;Oujda;CIH Bank;M462+HGW, Oujda;2,0;Inutile !;il y a 2 ans
CIH Bank;Oujda;CIH Bank;M462+HGW, Oujda;2,0;Organisé;il y a 3 ans
CIH Bank;Oujda;CIH banque;Boulevard Hassan Ii, Rue Smara, Oujda 60000;2,6;Le caissier en service le 04/07/2022 a fait preuve d'une attitude non professionnelle et d'une indifférence choquante envers les clients mécontents qui remplissaient la salle. Après avoir attendu une heure (que le caissier a passé avec un …;il y a 2 ans
CIH Bank;Oujda;CIH banque;Boulevard Hassan Ii, Rue Smara, Oujda 60000;2,6;Le monsieur à la caisse doit passer en conseil de discipline déjà pour le manque de respect et une formation pour savoir comment bien communiquer avec ses clients, on a l'impression qu'il n'est pas à sa place, un agent de sécurité aurait …;il y a 3 ans
CIH Bank;Oujda;CIH banque;Boulevard Hassan Ii, Rue Smara, Oujda 60000;2,6;Mauvaise réception mchina n versiw chi flous galak hadi i dial les affaires mais galha lia b wahad osloub le 02/04/2021 a 10h20 a la caisse vraiment horrible 😡 …;il y a 3 ans
CIH Bank;Oujda;CIH banque;Boulevard Hassan Ii, Rue Smara, Oujda 60000;2,6;Nul;il y a un an
CIH Bank;Oujda;CIH banque;Boulevard Hassan Ii, Rue Smara, Oujda 60000;2,6;ça bouge;il y a 5 ans
CIH Bank;Oujda;CIH banque;Boulevard Hassan Ii, Rue Smara, Oujda 60000;2,6;pourriture;il y a 3 ans
CIH Bank;Oujda;CIH banque;Boulevard Hassan Ii, Rue Smara, Oujda 60000;2,6;Service 3yan, mon domestique a toujours su travailler avec nous, il faut attendre qu'il travaille, 0/10;il y a 5 mois
CIH Bank;Oujda;CIH banque;Boulevard Hassan Ii, Rue Smara, Oujda 60000;2,6;"Banque CIH
Belle vue
Nouveau bâtiment …";il y a 4 ans
CIH Bank;Oujda;CIH banque;Boulevard Hassan Ii, Rue Smara, Oujda 60000;2,6;J'aime le bâtiment, c'est la seule chose mais les ouvriers là-bas sont tellement impolis et ils ne vous respectent pas et ils ne vous ont pas laissé de temps CIH, s'il vous plaît, choisissez le bon vos ouvriers;il y a un an
CIH Bank;Oujda;CIH banque;Boulevard Hassan Ii, Rue Smara, Oujda 60000;2,6;Les gens qui travaillent là-bas sont mauvais et ne vous respectent pas;il y a un an
CIH Bank;Oujda;CIH banque;Boulevard Hassan Ii, Rue Smara, Oujda 60000;2,6;Les transactions sont limitées uniquement avec les entreprises;il y a 5 ans
CIH Bank;Oujda;CIH banque;Boulevard Hassan Ii, Rue Smara, Oujda 60000;2,6;Bien;il y a 5 ans
CIH Bank;Oujda;CIH banque;Boulevard Hassan Ii, Rue Smara, Oujda 60000;2,6;"Bonjour,
Nous sommes navrés que nous n'ayons pas pu répondre à vos attentes. 
Nous vous invitons à nous contacter sur le 4747 ou sur reclamations-clients@cihbank.ma, nous ferons le nécessaire pour vous offrir un meilleur service.";il y a 7 mois
CIH Bank;Oujda;CIH banque;Boulevard Hassan Ii, Rue Smara, Oujda 60000;2,6;"Bonjour,
CIH BANK vous remercie d’avoir partagé votre retour. Au plaisir de vous accueillir à nouveau dans notre succursale.";il y a un an
CIH Bank;Oujda;CIH banque;Boulevard Hassan Ii, Rue Smara, Oujda 60000;2,6;"Accueillir,
Merci d'avoir partagé votre avis.
Nous serons heureux de vous accueillir dans nos agences.";il y a 2 ans
CIH Bank;Oujda;CIH banque;Boulevard Hassan Ii, Rue Smara, Oujda 60000;2,6;"Bonjour CIH BANK,
CIH BANK vous remercie d'avoir partagé votre avis.
Au plaisir de vous accueillir une nouvelle fois en agence.";il y a 2 ans
CIH Bank;Oujda;CIH banque;Boulevard Hassan Ii, Rue Smara, Oujda 60000;2,6;"Bonjour CIH BANQUE
CIH BANK vous remercie d'avoir partagé votre retour. Au plaisir de vous accueillir à nouveau dans notre succursale.";il y a 2 ans
CIH Bank;Oujda;CIH Bank;N6, Oujda 60000;1,7;Expérience décevante. Le personnel est vraiment incompétent. Pour éviter de s'occuper des clients, ils prétendent que le serveur est en panne. Je recommande fortement d'éviter cette banque.;il y a 6 mois
CIH Bank;Oujda;CIH Bank;N6, Oujda 60000;1,7;Service médiocre! L’agent qui s’occupe des comptes bancaires ne fait pas sont travail sérieusement;il y a 11 mois
CIH Bank;Oujda;CIH Bank;N6, Oujda 60000;1,7;Le guichet est vide dans la plupart du temps. À éviter si vous voulez retirer votre argent;il y a un an
CIH Bank;Oujda;CIH Bank;N6, Oujda 60000;1,7;le plus mal services à oujda;il y a 4 ans
CIH Bank;Oujda;CIH Bank;N6, Oujda 60000;1,7;très mauvais service;il y a 3 ans
CIH Bank;Oujda;CIH Bank;N6, Oujda 60000;1,7;Service client nule;il y a 5 ans
CIH Bank;Oujda;CIH Bank;N6, Oujda 60000;1,7;Mauvais service;il y a 2 ans
CIH Bank;Oujda;CIH Bank;N6, Oujda 60000;1,7;Une étoile et ça ne commence pas avec w9;il y a 5 mois
CIH Bank;Oujda;CIH Bank;N6, Oujda 60000;1,7;Ils disent toujours que nous n’avons pas de réseau !!!;il y a un an
CIH Bank;Oujda;CIH Bank;N6, Oujda 60000;1,7;Le traitement et l'agence les plus généreux que j'ai jamais vu de ma vie;il y a 4 ans
CIH Bank;Oujda;CIH Bank;N6, Oujda 60000;1,7;Meilleur service à Oujda;il y a 3 ans
CIH Bank;Oujda;CIH Bank;N6, Oujda 60000;1,7;bien;il y a un an
CIH Bank;Oujda;CIH Bank;N6, Oujda 60000;1,7;"Bonjour,
Nous nous excusons de n'avoir pas pu répondre à vos attentes. Veuillez nous contacter au 4747 ou à reclamations-clients@cihbank.ma et nous ferons de notre mieux pour vous offrir un meilleur service.";il y a 8 mois
CIH Bank;Oujda;CIH Bank;N6, Oujda 60000;1,7;"Bonjour,
Nous sommes navrés que nous n'ayons pas pu répondre à vos attentes. 
Nous vous invitons à nous contacter sur le 4747 ou sur reclamations-clients@cihbank.ma, nous ferons le nécessaire pour vous offrir un meilleur service.";il y a 11 mois
